Ticker,Name,Weight,Shares,Price
ESS UN Equity,Essex Property Trust Inc,0.098758,64.859,291.2
CTRA UN Equity,Coterra Energy Inc,0.098361,663.992,28.33
HPE UN Equity,Hewlett Packard Enterprise Co,0.098351,1296.283,14.51
CFG UN Equity,Citizens Financial Group Inc,0.09787,487.298,38.41
SPG UN Equity,Simon Property Group Inc,0.09766,167.686,111.38
KMB UN Equity,Kimberly-Clark Corp,0.09701,136.758,135.66
TDY UN Equity,Teledyne Technologies Inc,0.095523,46.216,395.28
LOW UN Equity,Lowe's Cos Inc,0.095347,90.526,201.43
HUM UN Equity,Humana Inc,0.094339,37.123,486
STE UN Equity,STERIS PLC,0.093521,85.063,210.26
PCG UN Equity,PG&E Corp,0.093421,1548.203,11.54
SWKS UW Equity,Skyworks Solutions Inc,0.09316,160.492,111.01
SYF UN Equity,Synchrony Financial,0.092997,498.74,35.66
HOLX UW Equity,Hologic Inc,0.092732,245.494,72.24
BMRN UW Equity,BioMarin Pharmaceutical Inc,0.092447,184.166,96
KEY UN Equity,KeyCorp,0.091497,927.311,18.87
TRMB UW Equity,Trimble Inc,0.091211,249.193,70
EOG UN Equity,EOG Resources Inc,0.089556,157.144,108.99
ROST UW Equity,Ross Stores Inc,0.089433,198.463,86.18
MOS UN Equity,Mosaic Co/The,0.089336,316.449,53.99
VRSN UW Equity,VeriSign Inc,0.089289,85.444,199.85
CAH UN Equity,Cardinal Health Inc,0.08922,271.916,62.75
WAB UN Equity,Westinghouse Air Brake Technologies Corp,0.089174,180.657,94.4
DGX UN Equity,Quest Diagnostics Inc,0.086055,116.737,140.98
WPC UN Equity,WP Carey Inc,0.08588,188.651,87.06
J UN Equity,Jacobs Engineering Group Inc,0.084904,127.552,127.3
LNG UA Equity,Cheniere Energy Inc,0.084695,107.431,150.77
CAG UN Equity,Conagra Brands Inc,0.084526,469.78,34.41
COO UN Equity,Cooper Cos Inc/The,0.084229,48.484,332.24
VFC UN Equity,VF Corp,0.084186,348.866,46.15
RPRX UW Equity,Royalty Pharma PLC,0.084123,366.301,43.92
UPS UN Equity,United Parcel Service Inc,0.083926,79.312,202.37
IP UN Equity,International Paper Co,0.083837,369.347,43.41
EQT UN Equity,EQT Corp,0.083669,367.761,43.51
EQIX UW Equity,Equinix Inc,0.082804,22.321,709.46
BILL UN Equity,Bill.com Holdings Inc,0.082739,97.369,162.51
ATO UN Equity,Atmos Energy Corp,0.082431,137.717,114.47
MRO UN Equity,Marathon Oil Corp,0.082242,704.045,22.34
CINF UW Equity,Cincinnati Financial Corp,0.081645,156.079,100.04
UDR UN Equity,UDR Inc,0.08142,316.613,49.18
LNT UW Equity,Alliant Energy Corp,0.081021,250.159,61.94
XYL UN Equity,Xylem Inc/NY,0.080775,153.739,100.48
EVRG UN Equity,Evergy Inc,0.080706,221.856,69.57
TT UN Equity,Trane Technologies PLC,0.0806,97.584,157.96
AKAM UW Equity,Akamai Technologies Inc,0.079395,158.181,95.99
PEAK UN Equity,Healthpeak Properties Inc,0.079295,538.134,28.18
GRMN UN Equity,Garmin Ltd,0.079097,153.854,98.32
WDC UW Equity,Western Digital Corp,0.077993,312.829,47.68
STLD UW Equity,Steel Dynamics Inc,0.0775,178.55,83.01
PPG UN Equity,PPG Industries Inc,0.077026,110.31,133.54
ALB UN Equity,Albemarle Corp,0.076815,56.654,259.3
OMC UN Equity,Omnicom Group Inc,0.076276,203.053,71.84
COIN UW Equity,Coinbase Global Inc,0.076139,154.676,94.14
LKQ UW Equity,LKQ Corp,0.075878,264.079,54.95
BRO UN Equity,Brown & Brown Inc,0.07565,217.984,66.37
PARA UW Equity,Paramount Global,0.075505,575.527,25.09
CBRE UN Equity,CBRE Group Inc,0.075174,168.581,85.28
TXT UN Equity,Textron Inc,0.075119,214.386,67.01
SWK UN Equity,Stanley Black & Decker Inc,0.074706,150.501,94.93
HRL UN Equity,Hormel Foods Corp,0.074579,286.113,49.85
KMX UN Equity,CarMax Inc,0.074004,141.501,100.02
SJM UN Equity,J M Smucker Co/The,0.073409,104.706,134.08
