Ticker,Name,Weight,Shares,Price
MANT UW Equity,ManTech International Corp/VA,0.110576,29.653,95.73
NHI UN Equity,National Health Investors Inc,0.110389,43.78,64.73
ALIT UN Equity,Alight Inc,0.110323,336.763,8.41
RMBS UW Equity,Rambus Inc,0.110294,108.734,26.04
CHGG UN Equity,Chegg Inc,0.11025,123.379,22.94
SITC UN Equity,SITE Centers Corp,0.109952,193.2,14.61
CNMD UN Equity,CONMED Corp,0.109926,27.982,100.85
OUT UN Equity,Outfront Media Inc,0.109137,145.243,19.29
TRUP UQ Equity,Trupanion Inc,0.109011,38.68,72.35
ARVN UW Equity,Arvinas Inc,0.108976,48.243,57.99
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,0.108913,27.782,100.64
HLF UN Equity,Herbalife Nutrition Ltd,0.108765,98.247,28.42
HUBG UW Equity,Hub Group Inc,0.108458,33.333,83.53
AIMC UW Equity,Altra Industrial Motion Corp,0.107781,64.482,42.91
BCC UN Equity,Boise Cascade Co,0.107549,39.185,70.46
KOS UN Equity,Kosmos Energy Ltd,0.107463,447.852,6.16
KLIC UW Equity,Kulicke & Soffa Industries Inc,0.107371,57.653,47.81
LANC UW Equity,Lancaster Colony Corp,0.107121,19.286,142.59
ABCL UW Equity,AbCellera Biologics Inc,0.106728,205.389,13.34
NGVT UN Equity,Ingevity Corp,0.106682,38.595,70.96
FULT UW Equity,Fulton Financial Corp,0.106183,160.915,16.94
BCRX UW Equity,BioCryst Pharmaceuticals Inc,0.105767,183.958,14.76
WERN UW Equity,Werner Enterprises Inc,0.105758,64.474,42.11
VSH UN Equity,Vishay Intertechnology Inc,0.105255,131.169,20.6
AAON UW Equity,AAON Inc,0.104353,43.503,61.58
FATE UQ Equity,Fate Therapeutics Inc,0.104111,82.44,32.42
NUVA UW Equity,NuVasive Inc,0.103918,51.932,51.37
PDCO UW Equity,Patterson Cos Inc,0.103624,86.455,30.77
SAVE UN Equity,Spirit Airlines Inc,0.103585,108.142,24.59
SPXC UN Equity,SPX Corp,0.103549,43.917,60.53
FORM UW Equity,FormFactor Inc,0.103322,77.399,34.27
SHOO UW Equity,Steven Madden Ltd,0.103224,78.285,33.85
DORM UW Equity,Dorman Products Inc,0.103164,26.139,101.32
IBTX UW Equity,Independent Bank Group Inc,0.103146,36.453,72.64
BLKB UW Equity,Blackbaud Inc,0.103063,46.07,57.43
YELP UN Equity,Yelp Inc,0.102409,68.215,38.54
EYE UW Equity,National Vision Holdings Inc,0.102373,80.493,32.65
HLNE UW Equity,Hamilton Lane Inc,0.101825,35.017,74.65
IIPR UN Equity,Innovative Industrial Properties Inc,0.101253,27.547,94.36
BCO UN Equity,Brink's Co/The,0.101223,46.033,56.45
KWR UN Equity,Quaker Chemical Corp,0.100993,13.437,192.95
CVLT UW Equity,CommVault Systems Inc,0.100716,44.16,58.55
PLXS UW Equity,Plexus Corp,0.100689,27.235,94.91
KBH UN Equity,KB Home,0.100631,79.391,32.54
QTWO UN Equity,Q2 Holdings Inc,0.099916,55.412,46.29
AX UN Equity,Axos Financial Inc,0.099674,56.85,45.01
UNFI UN Equity,United Natural Foods Inc,0.099339,57.645,44.24
PCRX UW Equity,Pacira BioSciences Inc,0.099298,44.558,57.21
SABR UW Equity,Sabre Corp,0.099289,323.467,7.88
WDFC UW Equity,WD-40 Co,0.099222,13.549,188
CWK UN Equity,Cushman & Wakefield PLC,0.098831,157.686,16.09
AUB UW Equity,Atlantic Union Bankshares Corp,0.098793,74.288,34.14
OMI UN Equity,Owens & Minor Inc,0.098651,73.195,34.6
CVCO UW Equity,Cavco Industries Inc,0.09863,9.104,278.12
BTU UN Equity,Peabody Energy Corp,0.098256,116.778,21.6
PEB UN Equity,Pebblebrook Hotel Trust,0.097968,128.843,19.52
CCOI UW Equity,Cogent Communications Holdings Inc,0.097822,42.665,58.86
PD UN Equity,PagerDuty Inc,0.096581,84.391,29.38
TEX UN Equity,Terex Corp,0.096438,67.606,36.62
ABR UN Equity,Arbor Realty Trust Inc,0.096282,154.098,16.04
FL UN Equity,Foot Locker Inc,0.096082,82.412,29.93
SEAS UN Equity,SeaWorld Entertainment Inc,0.095755,44.833,54.83
FSS UN Equity,Federal Signal Corp,0.095578,59.253,41.41
HL UN Equity,Hecla Mining Co,0.095053,530.473,4.6
FOCS UW Equity,Focus Financial Partners Inc,0.094948,57.542,42.36
GLNG UW Equity,Golar LNG Ltd,0.094778,100.128,24.3
MOG/A UN Equity,Moog Inc,0.094713,28.398,85.62
SHO UN Equity,Sunstone Hotel Investors Inc,0.09463,213.285,11.39
AMR UN Equity,Alpha Metallurgical Resources Inc,0.094519,17.74,136.78
COLB UW Equity,Columbia Banking System Inc,0.094431,78.15,31.02
JXN UN Equity,Jackson Financial Inc,0.094257,74.915,32.3
IBP UN Equity,Installed Building Products Inc,0.094014,24.058,100.32
IBOC UW Equity,International Bancshares Corp,0.093956,53.96,44.7
IOSP UW Equity,Innospec Inc,0.093322,24.559,97.55
CBRL UW Equity,Cracker Barrel Old Country Store Inc,0.093313,23.005,104.13
UPWK UW Equity,Upwork Inc,0.093062,118.918,20.09
UNIT UW Equity,Uniti Group Inc,0.092976,235.389,10.14
VRRM UR Equity,Verra Mobility Corp,0.092822,144.945,16.44
KW UN Equity,Kennedy-Wilson Holdings Inc,0.092676,117.142,20.31
NEOG UW Equity,Neogen Corp,0.092551,107.363,22.13
THS UN Equity,TreeHouse Foods Inc,0.092459,50.448,47.05
NTCT UW Equity,NetScout Systems Inc,0.092409,70,33.89
FRME UW Equity,First Merchants Corp,0.092341,56.78,41.75
ITGR UN Equity,Integer Holdings Corp,0.092228,32.68,72.45
DUOL UW Equity,Duolingo Inc,0.092211,23.35,101.38
ITRI UW Equity,Itron Inc,0.092163,44.751,52.87
WIRE UW Equity,Encore Wire Corp,0.091944,18.886,124.98
MAC UN Equity,Macerich Co/The,0.091881,213.654,11.04
MLKN UW Equity,MillerKnoll Inc,0.091862,75.392,31.28
WHD UN Equity,Cactus Inc,0.09181,58.47,40.31
CORT UR Equity,Corcept Therapeutics Inc,0.091381,84.568,27.74
LAZR UW Equity,Luminar Technologies Inc,0.091041,236.796,9.87
COKE UW Equity,Coca-Cola Consolidated Inc,0.090602,4.659,499.23
SCL UN Equity,Stepan Co,0.090598,21.186,109.78
LGIH UW Equity,LGI Homes Inc,0.090514,20.697,112.27
FCPT UN Equity,Four Corners Property Trust Inc,0.090342,79.508,29.17
ATRC UQ Equity,AtriCure Inc,0.089471,45.214,50.8
ACLS UW Equity,Axcelis Technologies Inc,0.089298,32.411,70.73
GKOS UN Equity,Glaukos Corp,0.089031,45.376,50.37
CEIX UN Equity,CONSOL Energy Inc,0.088909,34.046,67.04
GMS UN Equity,GMS Inc,0.088842,42.903,53.16
ESGR UW Equity,Enstar Group Ltd,0.088807,11.472,198.73
CPK UN Equity,Chesapeake Utilities Corp,0.088477,17.27,131.52
WLY UN Equity,John Wiley & Sons Inc,0.088372,42.604,53.25
APAM UN Equity,Artisan Partners Asset Management Inc,0.088352,59.61,38.05
BRC UN Equity,Brady Corp,0.088018,46.599,48.49
BYND UW Equity,Beyond Meat Inc,0.087628,60.898,36.94
WAFD UW Equity,Washington Federal Inc,0.087363,64.281,34.89
EPC UN Equity,Edgewell Personal Care Co,0.08725,53.33,42
NUS UN Equity,Nu Skin Enterprises Inc,0.087207,49.53,45.2
TRN UN Equity,Trinity Industries Inc,0.087102,82.817,27
CERE UR Equity,Cerevel Therapeutics Holdings Inc,0.086958,53.896,41.42
AMRC UN Equity,Ameresco Inc,0.086813,31.545,70.65
KAI UN Equity,Kadant Inc,0.086706,11.511,193.37
PIPR UN Equity,Piper Sandler Cos,0.086619,17.219,129.14
CBZ UN Equity,CBIZ Inc,0.086473,48.736,45.55
SAGE UQ Equity,Sage Therapeutics Inc,0.086213,51.663,42.84
GNW UN Equity,Genworth Financial Inc,0.086143,504.895,4.38
CIM UN Equity,Chimera Investment Corp,0.086018,235.923,9.36
VIR UW Equity,Vir Biotechnology Inc,0.085865,71.919,30.65
GHC UN Equity,Graham Holdings Co,0.085733,3.732,589.74
APPN UQ Equity,Appian Corp,0.085659,39.708,55.38
CNO UN Equity,CNO Financial Group Inc,0.085396,114.062,19.22
AMKR UW Equity,Amkor Technology Inc,0.085247,100.664,21.74
KMT UN Equity,Kennametal Inc,0.08516,82.003,26.66
