Ticker,Name,Weight,Shares,Price
AMBP UN Equity,Ardagh Metal Packaging SA,0.001569,48.656,6.55
GO UW Equity,Grocery Outlet Holding Corp,0.001349,6.513,42.06
NCR UN Equity,NCR Corp,0.001119,6.595,34.45
TRIP UW Equity,TripAdvisor Inc,0.001059,8.253,26.07
OLLI UQ Equity,Ollie's Bargain Outlet Holdings Inc,0.000996,3.175,63.73
INFA UN Equity,Informatica Inc,0.000721,6.234,23.49
FWONA UW Equity,Liberty Media Corp-Liberty Formula One,0.000717,2.348,62.05
ZG UW Equity,Zillow Group Inc,0.000686,3.542,39.35
DRVN UW Equity,Driven Brands Holdings Inc,0.000495,3.193,31.46
SGFY UN Equity,Signify Health Inc,0.000441,3.894,23
